# Field Name,Field Description,,,,,,,,,
# text,The question text,,,,,,,,,
# parent,The text of the question's parent; this may be blank if the question does not have a parent,,,,,,,,,
# question_category,"The parent category (If this question has a parent, the category needs to match the parent question's category)",,,,,,,,,
# show_if_parent,"Conditional display based on response to parent question (leave blank if no parent question)- y for if favorable, n for if unfavorable",,,,,,,,,
# explanation_required,"Does the question require additional (open-ended) explanation? f for when favorable, u for when unfavorable, a for always, n for never",,,,,,,,,
# weight,"Weight value for scoring- c for critical, h for high, m for medium, l for low, i for informational",,,,,,,,,
# allow_explanation,Allow explanation if not required? true or false,,,,,,,,,
# help_text,Text that will be displayed as help text for the question,,,,,,,,,
# question_response_group,Text representing the name of the answer response group (i.e. group of answer choices) for this question,,,,,,,,,
# documentation_required,"Does the question require supporting documentation upload? f for when favorable, u for when unfavorable, a for always, n for never",,,,,,,,,
# allow_documentation,Allow supporting documentation upload if not required? true or false,,,,,,,,,
text,parent,question_category,show_if_parent,explanation_required,weight,allow_explanation,help_text,question_response_group,documentation_required,allow_documentation
"SC-07 c: Does all traffic to and from external networks pass through a controlled, managed boundary device?",,SC — System and Communications Protection,y,n,m,TRUE,"**Control:** SC-07 — Boundary Protection

**NIST 800-53 Rev 5 Control Language:**
SC-07: (a) Monitor and control communications at the external managed interfaces to the system and at key internal managed interfaces; (b) implement subnetworks for publicly accessible system components that are physically or logically separated from internal networks; and (c) connect to external networks only through managed interfaces.

**GovRAMP Parameter (Requirement c):** No direct, unmanaged connections to external networks are allowed. All traffic must pass through security groups, NAT gateways, or other managed boundary devices. Outbound internet access for private resources must go through a NAT gateway, not a direct internet gateway.

**Suggested evidence:**
- Network architecture diagram showing boundary protection devices
- Security group and firewall rule exports
- WAF configuration screenshot
- VPC flow log or network monitoring evidence",FedRAMP,n,TRUE
SC-07 (03): Is the number of external network connections to your system limited to the minimum necessary?,,SC — System and Communications Protection,y,n,m,TRUE,"**Control:** SC-07(03) — Access Points

**NIST 800-53 Rev 5 Control Language:**
SC-07(03): Limit the number of external network connections to the system.

**GovRAMP Parameter:** Only the minimum required external connections should exist. Unused ports, protocols, and services must be disabled. The number of internet-facing entry points must be documented and justified.

**Suggested evidence:**
- Network diagram showing all external connection points
- Security group rules showing only necessary ports are open
- Justification for each external-facing entry point",FedRAMP,n,TRUE
SC-08: Is all data transmitted to and from your system protected to prevent unauthorized viewing or tampering in transit?,,SC — System and Communications Protection,y,n,m,TRUE,"**Control:** SC-08 — Transmission Confidentiality and Integrity

**NIST 800-53 Rev 5 Control Language:**
SC-08: Protect the confidentiality and/or integrity of transmitted information.

**GovRAMP Parameter:** [Assignment resolved] Both confidentiality and integrity of transmitted information must be protected. TLS 1.2 or higher is required for all web-based communications. HTTP (unencrypted) must be disabled or redirected to HTTPS.

**Suggested evidence:**
- SSL/TLS configuration evidence (SSL Labs A-grade or equivalent)
- Screenshot confirming HTTP redirects to HTTPS (no cleartext access)
- Certificate management documentation",FedRAMP,n,TRUE
SC-08: Is all data transmitted to and from your system protected to prevent unauthorized viewing or tampering in transit?,,SC — System and Communications Protection,y,n,m,TRUE,"**Control:** SC-08 — Transmission Confidentiality and Integrity

**NIST 800-53 Rev 5 Control Language:**
SC-08: Protect the confidentiality and/or integrity of transmitted information.

**GovRAMP Parameter:** [Assignment resolved] Both confidentiality and integrity of transmitted information must be protected. TLS 1.2 or higher is required for all web-based communications. HTTP (unencrypted) must be disabled or redirected to HTTPS.

**Suggested evidence:**
- SSL/TLS configuration evidence (SSL Labs A-grade or equivalent)
- Screenshot confirming HTTP redirects to HTTPS (no cleartext access)
- Certificate management documentation",FedRAMP,n,TRUE
"SC-12: Does your organization have a documented key management process that governs how cryptographic keys are generated, distributed, stored, accessed, and destroyed?",,SC — System and Communications Protection,y,n,m,TRUE,"**Control:** SC-12 — Cryptographic Key Establishment and Management

**NIST 800-53 Rev 5 Control Language:**
SC-12: Establish and manage cryptographic keys when cryptography is employed within the system in accordance with the following key management requirements: defined requirements for key generation, distribution, storage, access, and destruction.

**GovRAMP Parameter:** [Assignment resolved] Key management requirements = NIST SP 800-57 guidance and FIPS 140-3 validated cryptographic modules. For AWS: AWS KMS handles key lifecycle using FIPS 140-3 validated HSMs. Document: how keys are generated (KMS), rotation schedule (annual or automatic), access controls (IAM policy), and deletion process (KMS key deletion with 7-30 day waiting period).

**Suggested evidence:**
- AWS KMS key configuration screenshot showing rotation enabled
- Key management policy document (1–2 pages)
- IAM policy showing who can access/manage keys
- Key inventory listing all in-scope KMS keys",FedRAMP,n,TRUE
SC-13 a: Has your organization identified and documented all the specific uses of cryptography in your system?,,SC — System and Communications Protection,y,n,m,TRUE,"**Control:** SC-13 — Cryptographic Protection

**NIST 800-53 Rev 5 Control Language:**
SC-13: (a) Determine the defined cryptographic uses; and (b) implement the following types of cryptography required for each specified cryptographic use.

**GovRAMP Parameter:** [Assignment resolved] Cryptographic uses = data at rest, data in transit, and authentication. Each use must be explicitly identified.

**Suggested evidence:**
- Encryption policy or data protection policy
- SSP section documenting all cryptographic uses
- System architecture diagram annotated with encryption points",FedRAMP,n,TRUE
SC-13 b: Does your organization use FIPS-validated encryption — AES-256 for data at rest and TLS 1.2+ for data in transit?,,SC — System and Communications Protection,y,n,m,TRUE,"**Control:** SC-13 — Cryptographic Protection

**NIST 800-53 Rev 5 Control Language:**
SC-13(b): Implement the required types of cryptography for each specified cryptographic use.

**GovRAMP Parameter:** [Assignment resolved] Types of cryptography = AES-256 (or equivalent FIPS 140-3 validated algorithm) for data at rest; TLS 1.2 or higher for data in transit; FIPS 140-3 validated modules wherever cryptography is implemented.

**Suggested evidence:**
- AWS S3/RDS encryption configuration showing AES-256 or SSE-KMS
- TLS configuration evidence showing TLS 1.2+ in use
- AWS KMS documentation showing FIPS 140-3 validated HSM usage",FedRAMP,n,TRUE
SC-20 a: Does your DNS infrastructure provide origin authentication and data integrity verification for the DNS records it serves?,,SC — System and Communications Protection,y,n,m,TRUE,"**Control:** SC-20 — Secure Name/Address Resolution Service (Authoritative Source)

**NIST 800-53 Rev 5 Control Language:**
SC-20: (a) Provide additional data origin authentication and integrity verification artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries; and (b) provide the means to indicate the security status of child zones and enable verification of a chain of trust among parent and child domains.

**GovRAMP Parameter:** DNSSEC implementation is the primary mechanism satisfying this control. For AWS Route 53: Route 53 supports DNSSEC signing for public hosted zones. Document whether DNSSEC is enabled and the chain of trust configuration.

**Suggested evidence:**
- Route 53 DNSSEC configuration screenshot
- DNSSEC validation test result (e.g., DNSVIZ or dnssec-analyzer)
- AWS Route 53 FedRAMP inheritance documentation",FedRAMP,n,TRUE
"SC-20 b: If your DNS infrastructure serves child zones, can it communicate the security status of those zones and support a chain of trust?",,SC — System and Communications Protection,y,n,m,TRUE,"**Control:** SC-20 — Secure Name/Address Resolution Service (Authoritative Source)

**NIST 800-53 Rev 5 Control Language:**
See SC-20.

**GovRAMP Parameter:** For AWS Route 53 with DNSSEC enabled, the chain of trust between parent and child zones is maintained automatically. Document the DNSSEC trust chain configuration.

**Suggested evidence:**
- Route 53 DNSSEC zone signing key (ZSK) and key signing key (KSK) configuration
- DNSSEC chain of trust validation result",FedRAMP,n,TRUE
SC-21: Does your system validate the authenticity and integrity of DNS responses it receives before using them?,,SC — System and Communications Protection,y,n,m,TRUE,"**Control:** SC-21 — Secure Name/Address Resolution Service (Recursive or Caching Resolver)

**NIST 800-53 Rev 5 Control Language:**
SC-21: Request and perform data origin authentication and data integrity verification on the name/address resolution responses the system receives from authoritative sources.

**GovRAMP Parameter:** For AWS-hosted systems using the AWS VPC DNS resolver: this is inherited from AWS infrastructure. Document the inheritance explicitly.

**Suggested evidence:**
- AWS VPC DNS resolver configuration
- AWS FedRAMP documentation for SC-21 inheritance",FedRAMP,n,TRUE
SC-28: Is all sensitive data stored in your system encrypted to protect both its confidentiality and integrity at rest?,,SC — System and Communications Protection,y,n,m,TRUE,"**Control:** SC-28 — Protection of Information at Rest

**NIST 800-53 Rev 5 Control Language:**
SC-28: Protect the confidentiality and integrity of the following information at rest: all organization-defined sensitive and CUI information stored within the system boundary.

**GovRAMP Parameter:** [Assignment resolved] Both confidentiality AND integrity protection are required. Information at rest = all data stored in databases, object storage (S3), EBS volumes, backup snapshots, and application data stores within the authorization boundary. Encryption must use FIPS 140-3 validated modules (e.g., AWS KMS with AES-256).

**Important notes:**
- For AWS-hosted systems: verify that encryption is explicitly configured — it is not always enabled by default on all services. Check RDS, S3, EBS, and EFS.
- Encryption must be in accordance with SC-13 (FIPS-validated algorithms).
- Customer-managed keys (CMKs) via AWS KMS are preferred for GovRAMP.

**Suggested evidence:**
- RDS encryption configuration screenshot showing encryption enabled with KMS key
- S3 bucket default encryption configuration (SSE-KMS or SSE-S3)
- EBS volume encryption configuration
- AWS KMS key inventory showing CMKs in use
- Data encryption policy document",FedRAMP,n,TRUE
"SI-02 a: Does your organization identify, track, and fix system flaws — including security vulnerabilities — on an ongoing basis?",,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-02 — Flaw Remediation

**NIST 800-53 Rev 5 Control Language:**
SI-02: (a) Identify, report, and correct system flaws; (b) test software and firmware updates for effectiveness and potential side effects before installation; (c) install security-relevant software and firmware updates within a defined time period of release; and (d) incorporate flaw remediation into the organizational configuration management process.

**GovRAMP Parameter (Requirement a):** Flaws must be identified through vulnerability scanning, SIEM alerts, vendor advisories, and penetration testing. Each finding must be tracked to closure.

**Suggested evidence:**
- Vulnerability scan results showing identified flaws
- Patch management records showing patching timeline
- Change management tickets for patches
- POA&M for any delayed remediation items",FedRAMP,n,TRUE
SI-02 b: Are software and firmware updates tested for compatibility and unintended side effects before being deployed to production?,,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-02 — Flaw Remediation

**NIST 800-53 Rev 5 Control Language:**
SI-02: (a) Identify, report, and correct system flaws; (b) test software and firmware updates for effectiveness and potential side effects before installation; (c) install security-relevant software and firmware updates within a defined time period of release; and (d) incorporate flaw remediation into the organizational configuration management process.

**GovRAMP Parameter (Requirement b):** Testing should occur in a dev/staging environment that mirrors production. Test results or a defined approval checklist must be documented before production deployment.

**Suggested evidence:**
- Vulnerability scan results showing identified flaws
- Patch management records showing patching timeline
- Change management tickets for patches
- POA&M for any delayed remediation items",FedRAMP,n,TRUE
"SI-02 c: Are critical and high security patches applied within 30 days of release, and moderate patches within 90 days?",,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-02 — Flaw Remediation

**NIST 800-53 Rev 5 Control Language:**
SI-02: (a) Identify, report, and correct system flaws; (b) test software and firmware updates for effectiveness and potential side effects before installation; (c) install security-relevant software and firmware updates within a defined time period of release; and (d) incorporate flaw remediation into the organizational configuration management process.

**GovRAMP Parameter (Requirement c):** [GovRAMP-defined] Patching SLAs = critical and high: within 30 days of patch availability; moderate: within 90 days; low: within 180 days. Delays require a POA&M entry.

**Suggested evidence:**
- Vulnerability scan results showing identified flaws
- Patch management records showing patching timeline
- Change management tickets for patches
- POA&M for any delayed remediation items",FedRAMP,n,TRUE
SI-02 d: Is the patch and flaw remediation process integrated with your change management workflow?,,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-02 — Flaw Remediation

**NIST 800-53 Rev 5 Control Language:**
SI-02: (a) Identify, report, and correct system flaws; (b) test software and firmware updates for effectiveness and potential side effects before installation; (c) install security-relevant software and firmware updates within a defined time period of release; and (d) incorporate flaw remediation into the organizational configuration management process.

**GovRAMP Parameter (Requirement d):** Every patch must go through the change management process — no ad-hoc patching in production without a change ticket. Patching must appear in the CM plan as a defined configuration-controlled activity.

**Suggested evidence:**
- Vulnerability scan results showing identified flaws
- Patch management records showing patching timeline
- Change management tickets for patches
- POA&M for any delayed remediation items",FedRAMP,n,TRUE
SI-02 (02): Does an automated tool check monthly whether all system components have the latest security patches installed?,,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-02(02) — Automated Flaw Remediation Status

**NIST 800-53 Rev 5 Control Language:**
SI-02(02): Determine if system components have applicable security-relevant software and firmware updates installed using defined automated mechanisms at a defined frequency.

**GovRAMP Parameter:** [Assignment resolved] Automated mechanisms = patch management tool or vulnerability scanner (e.g., Tenable, Qualys, CrowdStrike Spotlight, AWS Inspector). Frequency = monthly.

**Suggested evidence:**
- Monthly automated patch compliance report
- Scan tool configuration showing automated monthly scans
- Dashboard screenshot showing patch status across all components",FedRAMP,n,TRUE
SI-03 a: Is malware detection and prevention software deployed at all system entry and exit points — including endpoints and network boundaries?,,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-03 — Malicious Code Protection

**NIST 800-53 Rev 5 Control Language:**
SI-03: (a) Implement malicious code protection mechanisms at system entry and exit points; (b) automatically update malicious code protection mechanisms; (c-1) perform periodic scans and real-time scans of external-source files; (c-2) take action and alert defined personnel when malicious code is detected; and (d) address false positives and their impact on system availability.

**GovRAMP Parameter (Requirement a):** [Assignment resolved] Protection mechanisms = signature-based and non-signature-based (behavioral) detection. Must cover both endpoints (CrowdStrike, Defender) and network entry/exit points (WAF, email filtering).

**Suggested evidence:**
- Endpoint protection tool configuration (e.g., CrowdStrike, Defender, Sentinel One)
- Real-time protection and scan policy screenshots
- Recent scan results or malware detection logs
- Automatic update configuration confirmation",FedRAMP,n,TRUE
SI-03 b: Are malware protection signatures and threat intelligence updated automatically as soon as new updates are available?,,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-03 — Malicious Code Protection

**NIST 800-53 Rev 5 Control Language:**
SI-03: (a) Implement malicious code protection mechanisms at system entry and exit points; (b) automatically update malicious code protection mechanisms; (c-1) perform periodic scans and real-time scans of external-source files; (c-2) take action and alert defined personnel when malicious code is detected; and (d) address false positives and their impact on system availability.

**GovRAMP Parameter (Requirement b):** Automatic updates must be enabled. Manual-only updates are not acceptable. Document the update frequency and confirm that the tool is current at time of assessment.

**Suggested evidence:**
- Endpoint protection tool configuration (e.g., CrowdStrike, Defender, Sentinel One)
- Real-time protection and scan policy screenshots
- Recent scan results or malware detection logs
- Automatic update configuration confirmation",FedRAMP,n,TRUE
"SI-03 c-1: Are weekly automated scans performed across the system, and are files from external sources scanned in real time when they are downloaded or opened?",,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-03 — Malicious Code Protection

**NIST 800-53 Rev 5 Control Language:**
SI-03: (a) Implement malicious code protection mechanisms at system entry and exit points; (b) automatically update malicious code protection mechanisms; (c-1) perform periodic scans and real-time scans of external-source files; (c-2) take action and alert defined personnel when malicious code is detected; and (d) address false positives and their impact on system availability.

**GovRAMP Parameter (Requirement c-1):** [Assignment resolved] Scan frequency = weekly full scans. Real-time scanning at = endpoints and network entry/exit points. All files from external sources must be scanned before execution.

**Suggested evidence:**
- Endpoint protection tool configuration (e.g., CrowdStrike, Defender, Sentinel One)
- Real-time protection and scan policy screenshots
- Recent scan results or malware detection logs
- Automatic update configuration confirmation",FedRAMP,n,TRUE
"SI-03 c-2: When malware is detected, is it automatically quarantined and does an alert go to the ISSO and security team?",,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-03 — Malicious Code Protection

**NIST 800-53 Rev 5 Control Language:**
SI-03: (a) Implement malicious code protection mechanisms at system entry and exit points; (b) automatically update malicious code protection mechanisms; (c-1) perform periodic scans and real-time scans of external-source files; (c-2) take action and alert defined personnel when malicious code is detected; and (d) address false positives and their impact on system availability.

**GovRAMP Parameter (Requirement c-2):** [Assignment resolved] Actions = quarantine malicious code. Alert recipients = ISSO and security operations team. Alerts must be automated — manual detection and notification alone is not sufficient.

**Suggested evidence:**
- Endpoint protection tool configuration (e.g., CrowdStrike, Defender, Sentinel One)
- Real-time protection and scan policy screenshots
- Recent scan results or malware detection logs
- Automatic update configuration confirmation",FedRAMP,n,TRUE
SI-03 d: Does your team have a process for reviewing and addressing false positive detections to avoid unnecessary disruption to operations?,,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-03 — Malicious Code Protection

**NIST 800-53 Rev 5 Control Language:**
SI-03: (a) Implement malicious code protection mechanisms at system entry and exit points; (b) automatically update malicious code protection mechanisms; (c-1) perform periodic scans and real-time scans of external-source files; (c-2) take action and alert defined personnel when malicious code is detected; and (d) address false positives and their impact on system availability.

**GovRAMP Parameter (Requirement d):** A false positive review process must exist. False positives must be documented, reviewed, and added to an exclusion list with justification and ISSO approval. The impact of false positives on system availability must be tracked.

**Suggested evidence:**
- Endpoint protection tool configuration (e.g., CrowdStrike, Defender, Sentinel One)
- Real-time protection and scan policy screenshots
- Recent scan results or malware detection logs
- Automatic update configuration confirmation",FedRAMP,n,TRUE
"SI-04 a-1: Is your system monitored to detect attacks, indicators of compromise, and other suspicious activity across all system layers?",,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-04 — System Monitoring

**NIST 800-53 Rev 5 Control Language:**
SI-04: (a) Monitor the system to detect: (1) attacks and indicators of potential attacks; (2) unauthorized local, network, and remote connections; (b) identify unauthorized use through defined techniques; (c) deploy monitoring at strategic and ad hoc locations; (d) analyze detected events and anomalies; (e) adjust monitoring level when risk changes; (f) obtain legal opinion regarding monitoring activities; and (g) provide monitoring information to defined personnel at defined frequency.

**GovRAMP Parameter (Requirement a-1):** [Assignment resolved] Monitoring objectives = detect attacks, indicators of compromise (IOCs), anomalous behavior, and policy violations across network, host, and application layers.

**Suggested evidence:**
- SIEM configuration screenshot (CloudWatch, Security Hub, Splunk, or equivalent)
- GuardDuty or IDS/IPS configuration
- Monitoring objectives documentation
- Sample alert or event showing monitoring in action",FedRAMP,n,TRUE
"SI-04 a-2: Does your monitoring detect unauthorized connections — whether local, remote, or over the network?",,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-04 — System Monitoring

**NIST 800-53 Rev 5 Control Language:**
SI-04: (a) Monitor the system to detect: (1) attacks and indicators of potential attacks; (2) unauthorized local, network, and remote connections; (b) identify unauthorized use through defined techniques; (c) deploy monitoring at strategic and ad hoc locations; (d) analyze detected events and anomalies; (e) adjust monitoring level when risk changes; (f) obtain legal opinion regarding monitoring activities; and (g) provide monitoring information to defined personnel at defined frequency.

**GovRAMP Parameter (Requirement a-2):** VPC flow logs, GuardDuty, and CloudTrail must collectively detect unauthorized network connections, unexpected API calls, and remote access attempts.

**Suggested evidence:**
- SIEM configuration screenshot (CloudWatch, Security Hub, Splunk, or equivalent)
- GuardDuty or IDS/IPS configuration
- Monitoring objectives documentation
- Sample alert or event showing monitoring in action",FedRAMP,n,TRUE
SI-04 b: Does your organization use specific techniques — such as SIEM correlation rules or anomaly detection — to identify unauthorized use of the system?,,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-04 — System Monitoring

**NIST 800-53 Rev 5 Control Language:**
SI-04: (a) Monitor the system to detect: (1) attacks and indicators of potential attacks; (2) unauthorized local, network, and remote connections; (b) identify unauthorized use through defined techniques; (c) deploy monitoring at strategic and ad hoc locations; (d) analyze detected events and anomalies; (e) adjust monitoring level when risk changes; (f) obtain legal opinion regarding monitoring activities; and (g) provide monitoring information to defined personnel at defined frequency.

**GovRAMP Parameter (Requirement b):** [Assignment resolved] Techniques = SIEM correlation rules, behavioral anomaly detection (e.g., GuardDuty ML-based threat detection), and log analysis. These must be actively tuned and reviewed.

**Suggested evidence:**
- SIEM configuration screenshot (CloudWatch, Security Hub, Splunk, or equivalent)
- GuardDuty or IDS/IPS configuration
- Monitoring objectives documentation
- Sample alert or event showing monitoring in action",FedRAMP,n,TRUE
SI-04 c-1: Are monitoring tools deployed at the most important points in the system — the places most likely to reveal attacks?,,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-04 — System Monitoring

**NIST 800-53 Rev 5 Control Language:**
SI-04: (a) Monitor the system to detect: (1) attacks and indicators of potential attacks; (2) unauthorized local, network, and remote connections; (b) identify unauthorized use through defined techniques; (c) deploy monitoring at strategic and ad hoc locations; (d) analyze detected events and anomalies; (e) adjust monitoring level when risk changes; (f) obtain legal opinion regarding monitoring activities; and (g) provide monitoring information to defined personnel at defined frequency.

**GovRAMP Parameter (Requirement c-1):** Strategic monitoring locations include: network boundary (VPC flow logs, WAF), authentication events (CloudTrail), privilege use (CloudTrail), and endpoint behavior (CrowdStrike or equivalent).

**Suggested evidence:**
- SIEM configuration screenshot (CloudWatch, Security Hub, Splunk, or equivalent)
- GuardDuty or IDS/IPS configuration
- Monitoring objectives documentation
- Sample alert or event showing monitoring in action",FedRAMP,n,TRUE
SI-04 c-2: Can monitoring be targeted at specific transactions or behaviors of interest when needed for an investigation?,,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-04 — System Monitoring

**NIST 800-53 Rev 5 Control Language:**
SI-04: (a) Monitor the system to detect: (1) attacks and indicators of potential attacks; (2) unauthorized local, network, and remote connections; (b) identify unauthorized use through defined techniques; (c) deploy monitoring at strategic and ad hoc locations; (d) analyze detected events and anomalies; (e) adjust monitoring level when risk changes; (f) obtain legal opinion regarding monitoring activities; and (g) provide monitoring information to defined personnel at defined frequency.

**GovRAMP Parameter (Requirement c-2):** Ad hoc monitoring capability must exist — the ability to focus monitoring on a specific user, resource, or behavior during an investigation without deploying new infrastructure.

**Suggested evidence:**
- SIEM configuration screenshot (CloudWatch, Security Hub, Splunk, or equivalent)
- GuardDuty or IDS/IPS configuration
- Monitoring objectives documentation
- Sample alert or event showing monitoring in action",FedRAMP,n,TRUE
SI-04 d: Are detected events and anomalies analyzed to determine whether they represent a real threat?,,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-04 — System Monitoring

**NIST 800-53 Rev 5 Control Language:**
SI-04: (a) Monitor the system to detect: (1) attacks and indicators of potential attacks; (2) unauthorized local, network, and remote connections; (b) identify unauthorized use through defined techniques; (c) deploy monitoring at strategic and ad hoc locations; (d) analyze detected events and anomalies; (e) adjust monitoring level when risk changes; (f) obtain legal opinion regarding monitoring activities; and (g) provide monitoring information to defined personnel at defined frequency.

**GovRAMP Parameter (Requirement d):** Event analysis must be performed by a qualified person (ISSO, security analyst) at defined intervals. Automated triage is acceptable for initial classification, but human review is required for escalated events.

**Suggested evidence:**
- SIEM configuration screenshot (CloudWatch, Security Hub, Splunk, or equivalent)
- GuardDuty or IDS/IPS configuration
- Monitoring objectives documentation
- Sample alert or event showing monitoring in action",FedRAMP,n,TRUE
"SI-04 e: When the threat level increases, does your team increase the level of system monitoring accordingly?",,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-04 — System Monitoring

**NIST 800-53 Rev 5 Control Language:**
SI-04: (a) Monitor the system to detect: (1) attacks and indicators of potential attacks; (2) unauthorized local, network, and remote connections; (b) identify unauthorized use through defined techniques; (c) deploy monitoring at strategic and ad hoc locations; (d) analyze detected events and anomalies; (e) adjust monitoring level when risk changes; (f) obtain legal opinion regarding monitoring activities; and (g) provide monitoring information to defined personnel at defined frequency.

**GovRAMP Parameter (Requirement e):** A defined process must exist for escalating monitoring intensity in response to increased threat levels (e.g., during a US-CERT advisory, active incident, or elevated CISA threat level). Evidence could be a WAF rule update, additional CloudWatch alarms, or a Jira ticket documenting the action taken.

**Suggested evidence:**
- SIEM configuration screenshot (CloudWatch, Security Hub, Splunk, or equivalent)
- GuardDuty or IDS/IPS configuration
- Monitoring objectives documentation
- Sample alert or event showing monitoring in action",FedRAMP,n,TRUE
SI-04 f: Has legal counsel reviewed and signed off that your system monitoring activities are legally authorized?,,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-04 — System Monitoring

**NIST 800-53 Rev 5 Control Language:**
SI-04: (a) Monitor the system to detect: (1) attacks and indicators of potential attacks; (2) unauthorized local, network, and remote connections; (b) identify unauthorized use through defined techniques; (c) deploy monitoring at strategic and ad hoc locations; (d) analyze detected events and anomalies; (e) adjust monitoring level when risk changes; (f) obtain legal opinion regarding monitoring activities; and (g) provide monitoring information to defined personnel at defined frequency.

**GovRAMP Parameter (Requirement f):** A legal opinion (memo, signed policy, or attorney letter) confirming that employee and user monitoring is legally authorized must be on file. This is a common gap — engage legal counsel early. The opinion must cover all monitoring in scope: network, endpoint, and user activity monitoring.

**Suggested evidence:**
- SIEM configuration screenshot (CloudWatch, Security Hub, Splunk, or equivalent)
- GuardDuty or IDS/IPS configuration
- Monitoring objectives documentation
- Sample alert or event showing monitoring in action",FedRAMP,n,TRUE
SI-04 g: Are monitoring reports and security alerts shared with the ISSO and System Owner on a regular basis and immediately after significant events?,,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-04 — System Monitoring

**NIST 800-53 Rev 5 Control Language:**
SI-04: (a) Monitor the system to detect: (1) attacks and indicators of potential attacks; (2) unauthorized local, network, and remote connections; (b) identify unauthorized use through defined techniques; (c) deploy monitoring at strategic and ad hoc locations; (d) analyze detected events and anomalies; (e) adjust monitoring level when risk changes; (f) obtain legal opinion regarding monitoring activities; and (g) provide monitoring information to defined personnel at defined frequency.

**GovRAMP Parameter (Requirement g):** [Assignment resolved] Monitoring information = SIEM alerts, incident summaries, and anomaly reports. Personnel = ISSO and System Owner. Frequency = as needed and within 24 hours of a significant security event.

**Suggested evidence:**
- SIEM configuration screenshot (CloudWatch, Security Hub, Splunk, or equivalent)
- GuardDuty or IDS/IPS configuration
- Monitoring objectives documentation
- Sample alert or event showing monitoring in action",FedRAMP,n,TRUE
SI-04 (04): Has your organization defined what 'unusual' or 'unauthorized' network traffic looks like — and is that traffic actively monitored?,,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-04(04) — Inbound and Outbound Communications Traffic

**NIST 800-53 Rev 5 Control Language:**
SI-04(04): (a) Determine criteria for unusual or unauthorized activities or conditions for inbound and outbound communications traffic; and (b) monitor inbound and outbound communications traffic at a defined frequency for defined unusual or unauthorized activities or conditions.

**GovRAMP Parameter:** [Assignment resolved] (a) Criteria = defined in SIEM rules and threat detection policies (e.g., connections to known malicious IPs, unusual data transfer volumes, connections on non-standard ports). (b) Monitoring frequency = continuously via automated SIEM/IDS (or at minimum daily review).

**Suggested evidence:**
- SIEM/IDS rule configuration showing inbound and outbound traffic criteria
- GuardDuty or WAF configuration screenshot showing traffic monitoring
- Sample alert from anomalous traffic detection",FedRAMP,n,TRUE
"SI-07 a: Does your organization use a file integrity monitoring tool to detect unauthorized changes to critical system files, executables, or configuration?",,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-07 — Software, Firmware, and Information Integrity

**NIST 800-53 Rev 5 Control Language:**
SI-07: (a) Employ integrity verification tools to detect unauthorized changes to defined software, firmware, and information; and (b) take defined actions when unauthorized changes to the software, firmware, and information are detected.

**GovRAMP Parameter (Requirement a):** [Assignment resolved] Software, firmware, and information subject to integrity monitoring = critical system executables, configuration files, boot sectors, and security-relevant application files. Tools: CrowdStrike FIM, AWS Config rules, AIDE, or Tripwire.

**Suggested evidence:**
- Integrity monitoring tool configuration (CrowdStrike FIM, AWS Config, AIDE, Tripwire)
- Recent integrity check results or FIM alerts
- Documented response procedure for integrity violations",FedRAMP,n,TRUE
"SI-07 b: When an unauthorized change to a critical file is detected, is the ISSO alerted and is the affected system quarantined or restored from backup?",,SI — System and Information Integrity,y,n,m,TRUE,"**Control:** SI-07 — Software, Firmware, and Information Integrity

**NIST 800-53 Rev 5 Control Language:**
SI-07: (a) Employ integrity verification tools to detect unauthorized changes to defined software, firmware, and information; and (b) take defined actions when unauthorized changes to the software, firmware, and information are detected.

**GovRAMP Parameter (Requirement b):** [Assignment resolved] Actions = alert the ISSO immediately, quarantine the affected system if actively compromised, and restore from a known-good backup or validated snapshot.

**Suggested evidence:**
- Integrity monitoring tool configuration (CrowdStrike FIM, AWS Config, AIDE, Tripwire)
- Recent integrity check results or FIM alerts
- Documented response procedure for integrity violations",FedRAMP,n,TRUE
